1871.031119,119
1871.056016,84
1871.080912,54
1871.10581,58
1871.130707,79
1871.155605,77
1871.180502,78
1871.2054,109
1871.230298,101
1871.255196,65
1871.280095,63
1871.304993,61
1871.329892,78
1871.354791,37
1871.37969,32
1871.404589,48
1871.429489,57
1871.454388,84
1871.479288,96
1871.504188,75
1871.529088,87
1871.553988,111
1871.578888,128
1871.603789,91
1871.62869,96
1871.65359,81
1871.678491,91
1871.703393,75
1871.728294,68
1871.753195,71
1871.778097,75
1871.802999,66
1871.827901,90
1871.852803,65
1871.877706,95
1871.902608,127
1871.927511,110
1871.952414,113
1871.977317,141
1872.00222,119
1872.027123,110
1872.052027,94
1872.07693,114
1872.101834,104
1872.126738,90
1872.151642,91
1872.176547,126
1872.201451,90
1872.226356,87
1872.251261,66
1872.276166,72
1872.301071,85
1872.325976,73
1872.350882,73
1872.375788,84
1872.400693,108
1872.425599,72
1872.450505,66
1872.475412,56
1872.500318,76
1872.525225,58
1872.550132,49
1872.575039,94
1872.599946,78
1872.624853,41
1872.649761,27
1872.674669,68
1872.699576,69
1872.724484,62
1872.749393,44
1872.774301,71
1872.799209,70
1872.824118,65
1872.849027,58
1872.873936,90
1872.898845,138
1872.923754,121
1872.948664,95
1872.973574,156
1872.998483,176
1873.023393,168
1873.048303,186
1873.073214,148
1873.098124,105
1873.123035,66
1873.147946,70
1873.172857,92
1873.197768,88
1873.222679,130
1873.247591,105
1873.272502,95
1873.297414,108
1873.322326,99
1873.347238,73
1873.372151,59
1873.397063,53
1873.421976,44
1873.446889,53
1873.471802,64
1873.496715,102
1873.521628,120
1873.546541,89
1873.571455,83
1873.596369,105
1873.621283,116
1873.646197,91
1873.671111,83
1873.696026,71
1873.720941,80
1873.745855,82
1873.77077,93
1873.795685,96
1873.820601,110
1873.845516,100
1873.870432,89
1873.895348,75
1873.920264,139
1873.94518,98
1873.970096,79
1873.995013,70
1874.019929,74
1874.044846,114
1874.069763,132
1874.09468,134
1874.119597,136
1874.144515,119
1874.169432,100
1874.19435,124
1874.219268,115
1874.244186,74
1874.269105,87
1874.294023,101
1874.318942,106
1874.343861,83
1874.368779,79
1874.393699,88
1874.418618,100
1874.443537,86
1874.468457,69
1874.493377,76
1874.518297,75
1874.543217,86
1874.568137,90
1874.593058,100
1874.617978,91
1874.642899,91
1874.66782,69
1874.692741,64
1874.717662,83
1874.742584,88
1874.767505,116
1874.792427,98
1874.817349,89
1874.842271,69
1874.867194,93
1874.892116,67
1874.917038,115
1874.941961,124
1874.966884,104
1874.991807,94
1875.016731,120
1875.041654,142
1875.066578,119
1875.091501,91
1875.116425,96
1875.14135,96
1875.166274,104
1875.191198,106
1875.216123,116
1875.241048,75
1875.265973,74
1875.290898,93
1875.315823,117
1875.340748,94
1875.365674,84
1875.3906,88
1875.415526,80
1875.440452,74
1875.465378,60
1875.490304,44
1875.515231,47
1875.540158,47
1875.565085,57
1875.590012,83
1875.614939,67
1875.639866,77
1875.664794,94
1875.689722,76
1875.71465,91
1875.739578,67
1875.764506,59
1875.789434,92
1875.814363,93
1875.839292,114
1875.864221,107
1875.88915,105
1875.914079,124
1875.939009,136
1875.963938,99
1875.988868,102
1876.013798,120
1876.038728,127
1876.063658,115
1876.088589,92
1876.113519,110
1876.13845,133
1876.163381,108
1876.188312,76
1876.213243,88
1876.238174,111
1876.263106,128
1876.288038,91
1876.31297,76
1876.337902,65
1876.362834,89
